Transaction_Amount,Transaction_Hour,Location_Change,Device_Mismatch,Transaction_Velocity,Account_Age_Days,AvgTransaction_Last30Days,Amount_To_Average_Ratio,User_Income_Estimate,Device_OS,Customer_Marital_Status,RESULT
178260,3,1,1,9,20,70322,2.53,54847.0,2,3,1
51272,9,0,0,4,1740,46382,1.11,233420.0,2,3,0
88569,9,1,0,5,2659,85984,1.03,390813.0,3,2,0
175714,6,0,0,5,586,85928,2.04,486968.0,1,3,0
101340,9,0,0,2,657,21504,4.71,276440.5,0,3,0
425805,2,0,1,8,8,71494,5.96,60200.0,3,1,1
99566,16,0,0,0,2141,52897,1.88,276440.5,0,3,0
195448,4,0,0,5,1370,87055,2.25,441692.0,3,2,0
186823,5,0,0,5,458,67375,2.77,184734.0,1,3,0
114541,9,0,0,0,909,11520,9.94,276440.5,0,3,0
498584,4,0,1,6,31,81254,6.14,400924.0,1,3,1
415883,3,1,1,5,35,49649,8.38,452382.0,1,3,1
96779,18,0,0,4,635,33536,2.89,326690.0,2,2,0
427573,3,1,1,10,88,80501,5.31,240759.0,3,0,1
188580,3,0,0,6,38,82024,2.3,288734.0,1,1,1
197496,21,0,0,0,1072,82385,2.4,495624.0,1,0,0
267011,2,0,0,8,89,60971,4.38,129627.0,0,2,1
100854,17,0,0,2,1062,94615,1.07,86122.0,1,3,0
134969,9,0,0,1,569,8472,15.93,363913.0,3,2,0
186553,1,0,1,11,89,91616,2.04,95911.0,2,3,1
43513,9,0,0,0,2646,86588,0.5,171015.0,3,1,0
499426,4,1,1,10,54,54411,9.18,254159.0,1,3,1
390793,3,1,1,10,77,57006,6.86,464800.0,0,3,1
125082,15,0,0,0,2482,19101,6.55,485990.0,1,3,0
282856,1,1,1,10,34,6251,45.24,82588.0,3,3,1
186064,9,0,0,2,2019,78588,2.37,87638.0,3,0,0
1647,19,0,1,3,1053,44983,0.04,487036.0,2,2,0
117330,0,0,0,1,307,55228,2.12,274381.0,0,3,0
264174,2,1,1,11,44,23556,11.21,276440.5,2,1,1
147210,2,0,0,1,1754,18771,7.84,378170.0,3,3,0
128040,7,0,0,3,1994,75805,1.69,80968.0,1,2,0
2150,19,0,0,0,2969,9357,0.23,405981.0,2,0,0
11365,16,1,0,4,2821,76294,0.15,446137.0,2,2,0
100237,12,0,0,5,1865,17366,5.77,359067.0,3,0,0
162136,10,1,0,1,2732,18849,8.6,276440.5,1,3,0
150916,18,1,0,0,309,79955,1.89,230079.0,0,1,0
116916,1,0,0,1,1803,12872,9.08,57839.0,3,0,0
196724,3,0,1,10,13,44093,4.46,276440.5,3,0,1
50120,9,1,0,3,2118,74642,0.67,135623.0,0,3,0
1908,9,0,0,4,693,20843,0.09,230436.0,1,0,0
340621,1,1,1,8,66,53114,6.41,379438.0,0,2,1
195678,20,0,0,5,1999,50181,3.9,438454.0,2,3,0
133446,0,1,1,10,58,76095,1.75,276440.5,1,3,1
164169,3,0,0,3,1237,98555,1.67,138377.0,2,2,0
397320,2,0,1,8,21,64694,6.14,378658.0,2,1,1
176415,7,0,0,4,313,64483,2.74,264185.0,1,1,0
71951,20,0,0,2,2215,52689,1.37,344279.0,2,2,0
33312,5,1,0,2,1365,15707,2.12,325516.0,3,1,0
156252,2,1,1,11,54,61243,2.55,435508.0,1,3,1
76042,9,0,1,2,2932,88502,0.86,448064.0,1,3,0
43173,7,0,1,3,1607,15924,2.71,382322.0,2,1,0
120732,3,1,0,10,89,49687,2.43,276440.5,2,3,1
71942,3,1,0,7,88,54200,1.33,350828.0,3,0,1
19394,21,0,1,2,723,61132,0.32,259497.0,3,1,0
372305,0,1,1,5,30,43147,8.63,268962.0,3,0,1
451882,3,0,1,9,53,76420,5.91,127848.0,0,3,1
123728,12,1,0,1,2373,55356,2.24,154753.0,3,1,0
25423,19,0,0,5,2522,26983,0.94,423877.0,2,3,0
109596,17,0,1,2,1853,17061,6.42,99253.0,0,2,0
127434,10,0,0,2,2715,81386,1.57,80638.0,1,3,0
82955,12,0,0,5,1968,12469,6.65,490987.0,2,3,0
6992,19,0,0,0,336,17768,0.39,334769.0,0,0,0
29160,16,0,0,5,548,73379,0.4,74357.0,0,2,0
997,22,0,1,4,2901,5026,0.2,324252.0,2,0,0
125097,6,0,1,2,1528,49258,2.54,275882.0,1,2,0
489363,1,1,0,8,52,77659,6.3,162238.0,2,0,1
141838,4,1,1,7,41,75003,1.89,206456.0,0,3,1
134468,0,0,0,0,835,52391,2.57,161011.0,1,2,0
275151,3,0,1,7,9,61848,4.45,162493.0,0,3,1
170872,20,0,0,5,322,40075,4.26,328835.0,3,2,0
95110,4,0,0,5,944,34741,2.74,317868.0,3,1,0
179919,8,0,0,4,127,79906,2.25,164166.0,1,0,0
33372,19,0,0,4,459,82925,0.4,69347.0,2,1,0
353767,0,1,1,9,5,19698,17.96,210674.0,2,3,1
117044,3,0,0,1,2272,24371,4.8,276440.5,1,2,0
164096,17,0,0,4,2175,9405,17.45,314297.0,1,3,0
25631,0,0,0,3,1973,24646,1.04,483020.0,3,0,0
16536,6,0,1,3,2066,20103,0.82,403581.0,3,0,0
162139,11,0,0,3,960,38133,4.25,328037.0,1,3,0
81902,16,0,0,4,1593,54696,1.5,389726.0,2,3,0
105230,1,0,0,1,1326,91831,1.15,276440.5,3,0,0
170965,3,0,1,10,21,5645,30.28,276440.5,2,2,1
298415,4,0,0,5,22,18163,16.43,271195.0,3,1,1
99191,18,0,0,0,2798,26119,3.8,402355.0,0,3,0
242968,1,1,0,8,74,47823,5.08,276440.5,1,3,1
86690,0,1,0,4,517,21418,4.05,76742.0,3,2,0
48528,23,1,0,3,2527,46135,1.05,428985.0,1,3,0
70723,2,1,0,2,1042,17521,4.04,276440.5,1,3,0
69014,22,0,0,4,145,82487,0.84,130227.0,3,1,0
167658,4,0,0,10,29,39343,4.26,276440.5,1,2,1
15540,3,0,0,0,2636,87546,0.18,113989.0,0,1,0
40152,10,0,0,0,1476,88822,0.45,431554.0,1,3,0
146587,15,0,0,5,2460,12997,11.28,422132.0,1,0,0
154324,21,1,0,5,722,56574,2.73,276440.5,1,0,0
374570,4,0,1,11,54,45239,8.28,228632.0,2,3,1
46424,14,0,0,2,1248,96178,0.48,216651.0,1,2,0
13071,1,0,1,2,474,58406,0.22,222855.0,1,3,0
101322,19,0,0,1,1106,5707,17.75,172146.0,3,0,0
149339,3,0,0,5,766,56716,2.63,438346.0,3,3,0
43023,12,0,0,4,508,59739,0.72,177617.0,2,3,0
2093,17,0,0,4,566,21250,0.1,276440.5,2,0,0
82669,21,0,1,3,600,66311,1.25,391637.0,1,0,0
188229,9,0,0,3,2216,89124,2.11,276440.5,3,3,0
65473,1,1,1,7,89,55450,1.18,276440.5,3,3,1
122723,0,1,1,9,4,53287,2.3,110306.0,3,2,1
183769,5,0,0,0,2986,27084,6.78,218530.0,3,3,0
183518,9,1,0,1,1141,13820,13.28,107232.0,0,2,0
150329,10,0,0,3,835,23335,6.44,490567.0,1,3,0
250032,2,1,0,7,80,90551,2.76,150614.0,0,1,1
68379,3,0,0,3,2052,90934,0.75,466901.0,0,3,0
66384,10,1,1,2,1378,38290,1.73,241567.0,3,2,0
12384,12,0,0,4,1266,23016,0.54,111939.0,1,1,0
78781,18,0,0,0,1960,23972,3.29,254234.0,0,0,0
63912,1,0,0,3,1346,73155,0.87,116883.0,1,2,0
122001,12,0,0,3,493,80569,1.51,77224.0,1,2,0
3985,23,0,0,0,1732,32928,0.12,309047.0,2,3,0
123304,11,0,0,0,1650,36632,3.37,349659.0,3,3,0
62574,18,0,0,3,2758,10327,6.06,242318.0,1,1,0
83175,19,0,0,2,925,43319,1.92,276440.5,2,0,0
13473,13,0,0,3,255,66426,0.2,77623.0,2,0,0
90116,18,0,0,5,437,34908,2.58,417934.0,0,3,0
199129,0,0,0,5,409,91527,2.18,180568.0,1,1,0
105172,10,0,0,1,2879,78034,1.35,401236.0,1,1,0
77091,3,0,1,9,5,52911,1.46,225634.0,2,1,1
10821,0,0,0,1,1095,9247,1.17,381868.0,3,1,0
194861,8,1,0,1,2678,57633,3.38,408555.0,0,0,0
136213,23,0,0,0,264,92253,1.48,276440.5,2,3,0
55689,22,0,0,1,1973,8260,6.74,431670.0,2,3,0
180681,18,0,0,0,1695,28707,6.29,203233.0,2,0,0
198962,16,0,0,4,2480,36222,5.49,472337.0,1,0,0
84803,3,1,1,1,1263,85109,1.0,375734.0,0,3,0
321534,1,0,1,10,56,34980,9.19,166960.0,0,0,1
155380,14,0,0,5,1703,83776,1.85,85031.0,3,0,0
344290,2,1,1,11,45,84764,4.06,467963.0,0,3,1
423980,0,0,0,10,61,93794,4.52,270494.0,0,3,1
173132,15,0,1,1,1828,99504,1.74,68976.0,2,1,0
335160,3,1,1,9,14,83625,4.01,185508.0,2,0,1
148659,22,0,0,4,1877,49747,2.99,157369.0,1,3,0
84349,4,1,1,6,29,77447,1.09,276440.5,2,1,1
71767,6,0,0,5,2436,41299,1.74,257274.0,0,0,0
149817,22,0,0,1,2189,33031,4.54,197698.0,2,1,0
23802,13,0,0,4,662,11087,2.15,253623.0,1,3,0
128907,6,0,0,2,1749,65572,1.97,345510.0,0,3,0
51847,5,0,0,2,2371,8682,5.97,478667.0,1,1,0
136224,3,1,1,5,97,7075,19.25,476766.0,3,2,0
86226,7,0,0,5,1147,84911,1.02,276440.5,2,3,0
177536,21,0,0,2,411,74235,2.39,493100.0,2,3,0
194430,4,0,0,3,2549,84738,2.29,406900.0,1,1,0
133294,4,1,0,4,1671,7278,18.31,216190.0,1,0,0
250231,2,1,0,6,50,82806,3.02,276440.5,3,2,1
216655,4,1,1,9,23,90509,2.39,161946.0,3,0,1
379403,2,1,1,7,30,23444,16.18,365194.0,0,1,1
68649,7,0,0,2,767,81638,0.84,238311.0,2,0,0
119901,18,1,0,2,2734,31269,3.83,129709.0,3,3,0
113645,9,0,0,1,1492,18740,6.06,158605.0,3,1,0
285415,3,0,0,7,74,58103,4.91,276440.5,2,1,1
152014,15,0,0,2,1580,61228,2.48,320084.0,0,2,0
19106,9,0,0,4,540,7883,2.42,479810.0,1,1,0
70375,2,0,0,1,206,6495,10.83,276440.5,3,1,0
479376,2,0,1,8,17,76124,6.3,276440.5,1,1,1
103606,11,1,0,5,771,74725,1.39,226863.0,3,3,0
89353,5,0,1,1,2547,28719,3.11,424325.0,2,0,0
129920,18,0,0,2,1784,74451,1.75,69636.0,2,1,0
189659,13,0,0,0,387,45975,4.13,409508.0,3,2,0
106187,1,0,0,0,460,65389,1.62,380537.0,2,1,0
4849,20,0,0,5,2322,86254,0.06,130345.0,3,0,0
144844,20,0,0,5,439,51534,2.81,386182.0,2,2,0
327410,4,1,1,11,55,81342,4.03,287838.0,1,3,1
120824,4,1,0,1,930,64165,1.88,276440.5,1,3,0
186171,0,1,0,9,71,82812,2.25,61739.0,3,0,1
398982,2,1,1,11,42,50388,7.92,276440.5,0,3,1
51616,9,0,1,3,333,78474,0.66,239916.0,1,3,0
63404,1,0,0,1,2636,94621,0.67,96537.0,1,0,0
31332,16,0,0,2,2538,77247,0.41,106373.0,0,3,0
65979,1,1,1,6,4,81977,0.8,54570.0,2,3,1
163888,20,1,0,3,2457,75369,2.17,286177.0,3,3,0
3840,12,1,0,4,1298,99381,0.04,276440.5,0,2,0
172717,8,0,0,3,773,97345,1.77,289135.0,0,3,0
25650,18,0,1,1,1524,13729,1.87,276440.5,0,1,0
75802,0,0,0,3,1903,40205,1.89,323715.0,1,3,0
168892,10,1,0,2,2259,49489,3.41,310513.0,0,3,0
133409,3,0,0,2,767,99522,1.34,103198.0,3,3,0
86241,7,0,0,5,1220,17854,4.83,214085.0,1,3,0
32154,3,0,0,0,240,41019,0.78,328425.0,2,2,0
6363,11,0,0,0,1088,21077,0.3,468489.0,2,3,0
124468,12,0,1,5,775,73292,1.7,276440.5,0,3,0
136595,18,0,0,4,1079,10646,12.83,235117.0,1,0,0
227997,2,1,1,10,69,49791,4.58,276440.5,1,0,1
146504,15,0,0,0,1844,89899,1.63,195459.0,1,0,0
50073,2,1,0,5,2688,36848,1.36,486610.0,2,2,0
31955,20,0,0,3,585,57235,0.56,213109.0,2,1,0
33775,20,1,0,3,1382,39961,0.85,74466.0,2,1,0
147334,18,0,0,3,1717,44314,3.32,233247.0,2,3,0
180550,15,0,1,2,2696,54496,3.31,415627.0,1,1,0
359935,3,1,1,11,76,56632,6.36,334347.0,1,3,1
93892,10,0,0,4,2483,59790,1.57,367196.0,2,0,0
77737,12,0,1,1,469,74299,1.05,359668.0,2,0,0
43121,18,1,1,2,2670,75671,0.57,164128.0,2,3,0
73984,0,0,0,0,2949,62245,1.19,427750.0,3,0,0
179522,3,0,0,1,2867,87192,2.06,234778.0,2,3,0
1319,12,1,0,0,884,67244,0.02,254309.0,3,2,0
185659,11,0,1,1,1522,51889,3.58,292030.0,1,1,0
41715,12,0,1,1,397,76667,0.54,109040.0,1,3,0
101970,15,0,0,2,2509,59799,1.71,351697.0,1,3,0
94805,14,0,0,0,2866,6237,15.2,54943.0,2,3,0
185489,17,1,1,1,1744,38227,4.85,128305.0,2,1,0
185492,15,0,0,3,483,23936,7.75,276440.5,2,3,0
242824,2,1,0,5,10,56419,4.3,276440.5,3,3,1
119716,5,0,0,3,1077,10617,11.27,276440.5,0,3,0
135479,16,0,0,3,1343,66855,2.03,147735.0,1,0,0
92322,19,1,0,4,1074,89581,1.03,431300.0,1,2,0
345529,1,1,1,9,1,31974,10.81,276440.5,2,1,1
425406,4,0,1,7,73,40847,10.41,73103.0,0,3,1
189051,2,0,0,3,1053,21944,8.61,296657.0,1,3,0
64974,0,0,1,9,29,33448,1.94,81771.0,3,1,1
52050,18,1,0,2,2114,85351,0.61,384036.0,1,3,0
151641,1,0,0,3,289,33327,4.55,276440.5,2,1,0
189934,0,0,1,8,68,30553,6.22,229932.0,0,2,1
372236,2,0,0,9,59,45482,8.18,461333.0,1,2,1
164830,22,0,0,2,2801,92945,1.77,92446.0,2,3,0
72135,5,0,0,1,1438,13102,5.51,62754.0,1,3,0
168184,19,0,0,2,822,70670,2.38,405515.0,3,1,0
166966,4,0,0,3,1600,50813,3.29,265788.0,1,0,0
253515,0,1,1,11,52,24748,10.24,400832.0,1,1,1
75627,14,0,0,2,1569,81011,0.93,474324.0,0,3,0
84860,0,0,0,5,694,44194,1.92,276440.5,1,3,0
172246,10,0,1,1,1727,18916,9.11,211998.0,0,0,0
43441,6,0,0,3,225,80704,0.54,386155.0,3,0,0
93509,16,0,0,3,2143,7134,13.11,429068.0,1,0,0
65626,7,1,0,3,296,94292,0.7,135310.0,1,1,0
401314,1,0,1,9,81,96509,4.16,439273.0,1,3,1
259815,2,1,0,7,61,35950,7.23,225765.0,0,3,1
151172,10,1,0,2,2244,19428,7.78,317899.0,1,1,0
56283,4,1,1,7,43,32640,1.72,481651.0,3,3,1
423377,4,0,1,7,12,89153,4.75,276440.5,0,0,1
170325,3,1,1,6,76,24039,7.09,93289.0,1,0,1
4218,0,1,0,4,1081,53051,0.08,276440.5,3,1,0
124573,18,0,0,1,2571,51113,2.44,276440.5,1,3,0
65643,23,1,0,3,1795,96069,0.68,276440.5,2,3,0
48795,22,0,0,2,97,99944,0.49,420862.0,0,2,0
168516,6,1,0,1,276,60153,2.8,276440.5,3,3,0
35000,19,1,0,2,2315,14176,2.47,140909.0,3,2,0
97991,21,0,0,2,1035,55606,1.76,237437.0,1,1,0
41027,2,0,0,1,882,6136,6.69,276440.5,2,2,0
66590,17,1,1,4,193,29193,2.28,384887.0,2,3,0
9738,4,1,0,1,1053,73807,0.13,59029.0,0,1,0
106536,2,1,1,8,27,24718,4.31,393546.0,0,3,1
445414,3,0,0,9,61,80947,5.5,276440.5,1,3,1
84500,2,1,1,10,36,37389,2.26,237231.0,1,3,1
476399,0,1,1,7,66,63879,7.46,472136.0,3,3,1
186706,8,0,0,5,1090,42624,4.38,119191.0,2,3,0
402548,4,0,1,5,85,23246,17.32,476602.0,1,2,1
50611,14,0,0,4,2567,16443,3.08,276440.5,1,0,0
20129,10,0,0,0,1643,14291,1.41,226050.0,0,3,0
188042,11,1,0,4,1771,36869,5.1,278124.0,1,1,0
34911,15,0,0,0,2430,61858,0.56,195172.0,3,0,0
42967,10,1,0,4,2830,26718,1.61,227086.0,2,2,0
117349,8,0,0,1,997,90265,1.3,209609.0,0,3,0
302756,4,0,1,5,60,27280,11.1,83971.0,1,3,1
126683,14,0,0,5,738,45503,2.78,326692.0,0,0,0
108625,10,0,0,0,2848,70555,1.54,242054.0,1,3,0
100933,2,1,0,5,78,46516,2.17,276440.5,0,0,1
19867,11,1,0,3,1460,54348,0.37,120762.0,3,3,0
101632,7,0,0,0,2569,59173,1.72,318614.0,1,3,0
89497,11,0,0,1,1477,26996,3.32,352122.0,1,0,0
99378,8,1,0,4,2940,49380,2.01,234914.0,0,1,0
100260,10,0,0,1,1940,91888,1.09,241116.0,1,3,0
495849,2,0,1,11,65,10694,46.36,179201.0,0,0,1
186786,7,0,0,3,2744,52258,3.57,423965.0,1,3,0
192102,22,0,0,2,402,77207,2.49,73084.0,2,2,0
422378,4,1,1,7,44,45300,9.32,276440.5,1,3,1
28000,13,0,0,0,2408,10615,2.64,399570.0,1,0,0
27370,19,0,0,4,2432,95282,0.29,283717.0,1,3,0
161408,7,1,0,5,1946,46882,3.44,497255.0,2,1,0
194918,16,0,1,2,1820,63175,3.09,381104.0,3,1,0
194406,14,0,0,0,902,73904,2.63,276440.5,1,3,0
122827,10,0,0,2,2164,18226,6.74,160016.0,3,1,0
31657,20,0,0,5,568,11746,2.69,457547.0,3,3,0
388934,1,1,0,5,5,32492,11.97,279200.0,0,3,1
5733,3,0,1,4,1519,15381,0.37,314131.0,2,3,0
88691,2,0,0,5,1637,54614,1.62,105859.0,3,1,0
54957,8,0,0,3,1561,62155,0.88,197793.0,3,1,0
195877,20,0,0,1,1066,59130,3.31,276440.5,1,2,0
95745,4,0,0,0,1639,85621,1.12,276440.5,0,0,0
21345,16,0,0,5,2446,13351,1.6,177819.0,0,0,0
158598,0,0,1,6,66,61108,2.6,69318.0,1,2,1
19195,11,0,0,4,647,8747,2.19,376544.0,1,1,0
89244,19,1,0,1,861,91961,0.97,395175.0,0,1,0
175843,22,0,0,1,2266,16020,10.98,478357.0,1,1,0
161033,16,0,0,5,717,24202,6.65,276440.5,2,0,0
197817,16,1,1,4,584,99242,1.99,194790.0,2,0,0
144677,9,0,0,0,539,10339,13.99,458569.0,2,2,0
59987,0,0,0,1,939,99453,0.6,449046.0,1,3,0
149953,17,0,0,4,2507,94668,1.58,96775.0,0,3,0
228805,3,1,1,8,73,82300,2.78,271173.0,2,2,1
119979,2,1,1,5,21,63314,1.89,443962.0,2,3,1
412632,2,0,1,6,74,14210,29.04,130615.0,3,2,1
77154,4,1,1,8,78,93093,0.83,223574.0,2,2,1
14719,23,0,0,5,1792,69147,0.21,153833.0,1,0,0
89984,4,0,1,6,69,29603,3.04,399442.0,3,3,1
19008,15,1,0,3,1175,93115,0.2,269251.0,1,1,0
273278,3,1,0,7,32,34697,7.88,276440.5,1,1,1
317755,1,1,1,8,54,79643,3.99,388147.0,3,3,1
152596,21,0,0,4,1689,94461,1.62,193396.0,1,3,0
50723,3,0,1,11,86,62893,0.81,307444.0,1,2,1
177999,10,1,0,1,1151,24882,7.15,360376.0,0,0,0
60056,9,0,0,5,2269,98335,0.61,86959.0,1,0,0
75754,20,0,0,1,1809,13061,5.8,410306.0,2,2,0
144837,14,0,0,1,965,77250,1.87,407447.0,0,1,0
38377,22,0,0,4,2960,39821,0.96,276440.5,3,3,0
177572,19,1,0,4,1225,48179,3.69,353802.0,2,2,0
428652,0,0,1,7,45,61779,6.94,85662.0,1,3,1
167757,2,0,1,2,2205,44349,3.78,102215.0,3,0,0
219491,4,1,1,8,33,76029,2.89,276440.5,1,1,1
172911,2,1,0,5,66,69008,2.51,276440.5,3,0,1
101932,1,1,1,9,36,11671,8.73,241656.0,1,0,1
81764,3,1,1,9,36,70768,1.16,170423.0,1,2,1
61351,5,1,0,0,2695,72658,0.84,53779.0,1,1,0
383334,0,1,0,5,32,62115,6.17,276440.5,1,1,1
69462,1,0,0,5,73,12902,5.38,276440.5,0,3,1
80069,4,0,1,3,2008,17620,4.54,439474.0,1,0,0
103746,2,1,0,2,1136,48798,2.13,173293.0,2,0,0
156829,1,0,0,5,1058,10800,14.52,467445.0,3,3,0
59024,9,0,0,5,1888,9819,6.01,276440.5,2,2,0
87675,12,1,0,4,554,35513,2.47,276440.5,0,2,0
18379,10,0,1,3,1001,29525,0.62,317522.0,2,0,0
180241,17,0,0,2,1362,86976,2.07,385152.0,2,3,0
150525,20,0,0,4,312,47599,3.16,406678.0,1,0,0
87985,1,1,1,5,78,75423,1.17,139642.0,1,2,1
80883,20,0,0,2,2589,57513,1.41,383784.0,0,1,0
99946,21,0,0,4,718,49874,2.0,259290.0,1,3,0
70378,8,1,0,0,1562,22628,3.11,389609.0,2,3,0
92710,5,0,0,0,508,29834,3.11,98308.0,1,2,0
265350,4,1,1,9,44,19840,13.37,150680.0,2,1,1
25271,19,0,0,3,2981,29615,0.85,335399.0,0,2,0
162281,8,0,0,4,91,47089,3.45,420903.0,1,3,0
46332,6,1,0,1,2053,93106,0.5,355289.0,1,2,0
85980,15,0,0,4,1311,72785,1.18,234426.0,2,3,0
156177,3,0,1,8,38,25674,6.08,92345.0,0,3,1
40420,6,0,1,2,798,65661,0.62,329335.0,0,1,0
109655,17,0,0,4,2356,50252,2.18,144608.0,0,3,0
143665,5,1,0,1,376,39336,3.65,403578.0,2,0,0
25936,5,0,0,5,520,43677,0.59,235573.0,2,0,0
167507,22,1,1,2,1501,98148,1.71,90492.0,2,1,0
135739,19,0,0,0,2035,9808,13.84,143991.0,3,3,0
74869,13,0,0,0,1452,72557,1.03,495044.0,0,0,0
59384,5,0,0,5,2674,9942,5.97,112681.0,1,3,0
101847,10,0,0,1,267,13467,7.56,470151.0,2,2,0
358865,1,1,1,5,89,53597,6.7,234346.0,3,3,1
167648,1,1,1,8,69,92363,1.82,190854.0,0,0,1
30898,12,0,1,1,1904,8907,3.47,276440.5,3,3,0
273376,3,1,1,11,34,13273,20.59,361389.0,0,2,1
90606,0,0,1,1,713,48436,1.87,233696.0,3,3,0
164510,22,0,0,0,2288,22285,7.38,276440.5,1,1,0
359505,3,1,0,7,68,61112,5.88,163904.0,2,2,1
420694,4,1,1,7,41,81456,5.16,276440.5,2,3,1
370996,1,1,0,5,55,30099,12.33,437282.0,1,1,1
103143,14,0,0,0,586,96631,1.07,371391.0,2,1,0
76462,1,0,0,4,2450,30394,2.52,274751.0,2,2,0
103269,3,1,1,11,89,97727,1.06,158369.0,0,0,1
179575,19,0,0,2,2126,56243,3.19,276440.5,2,3,0
121618,4,0,0,3,2320,29591,4.11,434495.0,3,3,0
145463,22,1,0,1,2143,76348,1.91,479328.0,0,0,0
21340,2,1,0,5,2861,15354,1.39,310371.0,2,3,0
199235,23,0,0,3,1899,25771,7.73,102084.0,3,1,0
41750,21,0,0,3,2617,13572,3.08,322040.0,1,2,0
83077,2,0,1,9,25,21049,3.95,258236.0,3,1,1
199250,20,0,0,1,2040,33498,5.95,214298.0,1,1,0
40848,4,0,0,4,2103,41788,0.98,205992.0,1,3,0
62515,2,0,0,4,2604,89058,0.7,398453.0,2,1,0
12304,11,0,0,2,1200,28709,0.43,407869.0,1,0,0
96941,23,1,0,0,598,88483,1.1,341340.0,0,3,0
23227,23,0,0,1,1473,40074,0.58,272364.0,3,2,0
191736,2,0,1,8,65,33032,5.8,353541.0,3,1,1
197563,15,1,0,3,1708,49572,3.99,280888.0,1,0,0
251346,2,1,0,5,88,32033,7.85,69984.0,0,1,1
163314,10,0,0,4,2827,14527,11.24,187016.0,2,3,0
154090,12,0,0,3,893,28712,5.37,167125.0,2,3,0
19691,18,0,1,0,1358,37791,0.52,316796.0,1,3,0
36016,18,0,0,0,1966,33242,1.08,76333.0,1,0,0
456385,3,0,1,9,59,43105,10.59,119309.0,0,1,1
179766,1,0,0,2,374,86439,2.08,235872.0,3,1,0
39712,16,0,0,3,2839,16690,2.38,322467.0,0,2,0
446530,1,0,1,11,53,67550,6.61,223747.0,2,3,1
148756,0,1,1,7,75,35278,4.22,453613.0,2,1,1
212602,4,1,1,11,46,76899,2.76,290671.0,3,2,1
139651,6,0,0,0,2352,45177,3.09,276440.5,2,3,0
408419,1,1,0,6,50,15226,26.82,277593.0,1,3,1
118754,7,1,0,2,142,78311,1.52,459391.0,1,3,0
145705,15,0,1,0,2639,15546,9.37,271600.0,3,0,0
142320,17,0,0,3,1564,53554,2.66,474325.0,1,3,0
23361,17,0,0,5,1177,76500,0.31,216668.0,1,3,0
120145,4,0,0,3,1915,99142,1.21,276440.5,3,3,0
3268,9,0,0,4,1487,58533,0.06,273402.0,1,2,0
348588,0,0,1,8,56,93691,3.72,276440.5,1,3,1
70547,18,0,0,2,775,38452,1.83,276440.5,2,1,0
128513,15,0,0,5,1586,20154,6.38,276440.5,2,3,0
58975,10,0,0,1,2521,28109,2.1,355583.0,1,3,0
467631,3,1,0,8,61,39209,11.93,276440.5,1,3,1
67420,12,0,0,3,794,21652,3.11,135837.0,0,3,0
10216,16,0,0,0,699,28386,0.36,442633.0,1,3,0
336296,3,1,1,9,26,42861,7.85,187510.0,2,2,1
193801,2,1,0,11,54,92365,2.1,150637.0,0,2,1
103190,15,0,0,4,1880,20529,5.03,276440.5,3,0,0
105718,13,0,0,0,678,61680,1.71,276440.5,1,3,0
255364,3,1,0,9,88,97837,2.61,276440.5,0,0,1
134910,12,1,0,5,194,80984,1.67,201101.0,3,2,0
65763,11,0,0,2,2523,12303,5.34,296643.0,1,1,0
324321,3,1,1,11,44,16963,19.12,468144.0,2,2,1
106966,1,1,0,1,2480,8438,12.68,85151.0,2,3,0
167707,23,0,1,5,1778,71310,2.35,276440.5,0,3,0
86758,21,1,0,4,1529,79441,1.09,417148.0,2,3,0
156723,3,1,0,4,932,52350,2.99,208024.0,1,3,0
125585,21,0,0,5,1927,63720,1.97,206057.0,2,3,0
331535,0,0,0,5,51,68820,4.82,133117.0,0,2,1
63738,1,1,0,0,116,65481,0.97,55220.0,1,3,0
150929,3,0,0,2,304,21863,6.9,314834.0,3,1,0
114653,0,1,0,3,1975,8911,12.87,267069.0,2,0,0
117537,9,1,0,5,2476,92498,1.27,276440.5,1,3,0
411802,2,1,1,11,5,58184,7.08,478590.0,3,3,1
92464,14,0,1,5,998,99187,0.93,276440.5,1,1,0
154890,3,1,1,4,1453,98007,1.58,276440.5,1,0,0
113832,1,0,0,4,2842,36752,3.1,345060.0,1,3,0
21317,10,0,0,2,2203,61707,0.35,276440.5,0,1,0
186734,12,0,1,1,316,69771,2.68,356043.0,1,3,0
173544,19,0,0,4,359,57958,2.99,276440.5,2,2,0
92491,4,0,0,11,32,56084,1.65,90702.0,1,3,1
193920,21,0,0,3,2382,54917,3.53,159419.0,2,1,0
21899,10,1,0,1,1044,43178,0.51,345454.0,1,2,0
76907,14,0,0,3,2871,20479,3.76,388863.0,2,0,0
396676,0,0,0,5,75,32424,12.23,203779.0,0,0,1
13354,18,0,0,5,1075,57314,0.23,77941.0,2,0,0
132988,4,0,0,3,405,65587,2.03,434405.0,2,0,0
14073,3,0,0,0,2410,80529,0.17,89102.0,1,1,0
19506,20,0,0,2,2810,11826,1.65,406460.0,0,1,0
351707,4,1,1,8,67,7192,48.9,436801.0,2,1,1
151492,18,1,0,5,1307,86065,1.76,64795.0,0,0,0
77216,10,0,0,3,2034,58387,1.32,416689.0,3,1,0
62021,2,1,1,8,3,18319,3.39,279603.0,0,1,1
398535,2,0,1,5,3,26312,15.15,391774.0,2,2,1
164481,3,1,1,10,60,20995,7.83,416628.0,2,2,1
